#,organization,description,stars,forks,language,created_at,updated_at,archived,size_kb,has_issues,open_issues,default_branch,clone_url,html_url,repository_category_claude,repository_category
99,ethereum,pyethapp is the python based client implementing the Ethereum cryptoeconomic state machine.,1278,604,Python,2015-04-05T05:26:13Z,2025-08-28T12:17:57Z,TRUE,1502,TRUE,95,develop,https://github.com/ethereum/pyethapp.git,https://github.com/ethereum/pyethapp,Blockchain Client,Blockchain Core / Protocol
100,ethereum,DEPRECATED! Java implementation of the Ethereum yellowpaper. For JSON-RPC and other client features check Ethereum Harmony,2191,1086,Java,2014-05-13T07:50:14Z,2025-10-01T19:21:06Z,TRUE,47979,TRUE,92,develop,https://github.com/ethereum/ethereumj.git,https://github.com/ethereum/ethereumj,Blockchain Client,Blockchain Core / Protocol
101,ethereum,"Aleth – Ethereum C++ client, tools and libraries",3984,2167,C++,2013-12-26T21:26:06Z,2025-09-26T14:48:02Z,TRUE,58058,TRUE,340,master,https://github.com/ethereum/aleth.git,https://github.com/ethereum/aleth,Blockchain Client,Blockchain Core / Protocol
102,ethereum,"An Ethereum portal client: a json-rpc server with nearly instant sync, and low CPU & storage usage",435,152,Rust,2021-02-12T23:50:20Z,2025-09-23T12:33:29Z,FALSE,89552,TRUE,63,master,https://github.com/ethereum/trin.git,https://github.com/ethereum/trin,Blockchain Client,Blockchain Core / Protocol
103,ethereum,Go implementation of the Ethereum protocol,49947,21343,Go,2013-12-26T13:05:46Z,2025-10-02T12:42:44Z,FALSE,229465,TRUE,335,master,https://github.com/ethereum/go-ethereum.git,https://github.com/ethereum/go-ethereum,Blockchain Client,Blockchain Core / Protocol
104,ethereum,Ethereum contract for Bitcoin SPV: Live on https://etherscan.io/address/0x41f274c0023f83391de4e0733c609df5a124c3d4,620,410,Python,2015-06-11T09:14:47Z,2025-10-01T20:11:36Z,TRUE,61750,TRUE,25,develop,https://github.com/ethereum/btcrelay.git,https://github.com/ethereum/btcrelay,Bridge Protocol,Bridge Protocol
105,ethereum,[DEPRECATED] Mist. Browse and use Ðapps on the Ethereum network.,7456,2106,JavaScript,2015-06-10T14:09:06Z,2025-09-27T08:57:10Z,TRUE,430334,TRUE,784,develop,https://github.com/ethereum/mist.git,https://github.com/ethereum/mist,Browser/Wallet,Wallet Dapp / Library / Browser
106,ethereum,"Lahja is a generic multi process event bus implementation written in Python 3.6+ to enable lightweight inter-process communication, based on non-blocking asyncio",393,18,Python,2018-08-30T10:02:06Z,2025-06-10T01:57:48Z,FALSE,475,TRUE,33,master,https://github.com/ethereum/lahja.git,https://github.com/ethereum/lahja,Communication Library,SDK / Library
107,ethereum,"Casper contract, and related software and tests",689,172,Python,2017-04-16T18:58:44Z,2025-09-21T15:27:40Z,TRUE,534,TRUE,23,master,https://github.com/ethereum/casper.git,https://github.com/ethereum/casper,Consensus Protocol,Blockchain Core / Protocol
108,ethereum,Audited pure JS library containing all Ethereum-related cryptographic primitives,747,104,TypeScript,2019-09-25T21:32:13Z,2025-09-25T07:20:19Z,FALSE,2108,TRUE,1,main,https://github.com/ethereum/js-ethereum-cryptography.git,https://github.com/ethereum/js-ethereum-cryptography,Cryptography Library,Cryptography Library
109,ethereum,The Ethereum development framework with the most cute animal pictures,324,322,,2015-08-19T02:04:13Z,2025-09-26T14:48:11Z,FALSE,1903,TRUE,75,master,https://github.com/ethereum/populus.git,https://github.com/ethereum/populus,Development Framework,Development Platform / Framework
110,ethereum,[ARCHIVED] ethereum.org website from 2016-2019. See https://github.com/ethereum/ethereum-org-website for current version.,408,1390,HTML,2015-03-17T16:35:38Z,2025-10-01T19:21:19Z,TRUE,190458,TRUE,20,master,https://github.com/ethereum/ethereum-org.git,https://github.com/ethereum/ethereum-org,Documentation,UI / Frontend / Library
111,ethereum,"The ""Yellow Paper"": Ethereum's formal specification",1699,535,TeX,2014-04-02T04:09:12Z,2025-09-29T14:58:39Z,FALSE,3635,TRUE,124,master,https://github.com/ethereum/yellowpaper.git,https://github.com/ethereum/yellowpaper,Documentation,Documentation
112,ethereum,Project Management: Meeting notes and agenda items,1776,425,Python,2016-10-01T03:40:12Z,2025-10-02T13:05:14Z,FALSE,46762,TRUE,10,master,https://github.com/ethereum/pm.git,https://github.com/ethereum/pm,Documentation,Documentation
113,ethereum,Resources and documentation related to the ongoing Ethereum KZG Ceremony.,827,399,,2022-05-19T03:31:47Z,2025-09-21T00:59:39Z,FALSE,11529,TRUE,41,main,https://github.com/ethereum/kzg-ceremony.git,https://github.com/ethereum/kzg-ceremony,Documentation,Documentation
114,ethereum,Ethereum.org is a primary online resource for the Ethereum community.,5629,5214,Markdown,2018-01-06T05:54:37Z,2025-10-02T11:36:02Z,FALSE,1005331,TRUE,201,dev,https://github.com/ethereum/ethereum-org-website.git,https://github.com/ethereum/ethereum-org-website,Documentation,UI / Frontend / Library
115,ethereum,"Vitalik's annotated eth2 spec. Not intended to be ""the"" annotated spec; other documents like Ben Edgington's https://benjaminion.xyz/eth2-annotated-spec/ also exist. This one is intended to focus more",341,62,,2020-08-06T04:53:52Z,2025-10-01T03:01:50Z,FALSE,1028,TRUE,9,master,https://github.com/ethereum/annotated-spec.git,https://github.com/ethereum/annotated-spec,Documentation,Documentation
116,ethereum,Loose collection of Solidity example code,569,158,Solidity,2016-11-11T17:29:00Z,2025-09-27T17:02:51Z,TRUE,1143,TRUE,21,master,https://github.com/ethereum/solidity-examples.git,https://github.com/ethereum/solidity-examples,Educational Resource,Smart Contract Library
117,ethereum,Remix IDE desktop,1049,273,JavaScript,2019-09-19T07:00:45Z,2025-09-27T17:25:39Z,TRUE,2160,TRUE,65,master,https://github.com/ethereum/remix-desktop.git,https://github.com/ethereum/remix-desktop,IDE,IDE / Development Environment
118,ethereum,Homebrew Tap for Ethereum,488,163,Ruby,2014-03-07T23:10:47Z,2025-09-29T19:54:59Z,FALSE,1527,FALSE,7,master,https://github.com/ethereum/homebrew-ethereum.git,https://github.com/ethereum/homebrew-ethereum,Package Manager,Utility Library
119,ethereum,,368,108,C++,2014-07-13T15:10:37Z,2025-08-28T12:17:09Z,TRUE,3480,TRUE,63,develop,https://github.com/ethereum/serpent.git,https://github.com/ethereum/serpent,Programming Language,Programming Language / Compiler
120,ethereum,,1867,604,Python,2015-09-20T10:13:12Z,2025-10-01T11:26:00Z,FALSE,37616,TRUE,62,master,https://github.com/ethereum/research.git,https://github.com/ethereum/research,Research,Research
121,ethereum,"Sharding manager contract, and related software and tests",484,105,Python,2017-07-07T13:39:20Z,2025-09-22T10:40:34Z,TRUE,624,TRUE,3,master,https://github.com/ethereum/sharding.git,https://github.com/ethereum/sharding,Scaling Protocol,Blockchain Core / Protocol
122,ethereum,A python interface for interacting with the Ethereum blockchain and ecosystem.,5384,1822,Python,2016-04-14T15:59:35Z,2025-10-02T11:34:28Z,FALSE,32105,TRUE,123,main,https://github.com/ethereum/web3.py.git,https://github.com/ethereum/web3.py,SDK/Library,SDK / Library
123,ethereum,A place for all the ÐApps to live,1026,389,JavaScript,2014-08-07T17:27:43Z,2025-08-28T12:16:23Z,TRUE,801,TRUE,33,master,https://github.com/ethereum/dapp-bin.git,https://github.com/ethereum/dapp-bin,Smart Contract Examples,Smart Contract Library
124,ethereum,Official repository for specifications for the Portal Network,347,97,JavaScript,2020-01-22T18:08:10Z,2025-09-24T21:26:14Z,FALSE,1244,TRUE,72,master,https://github.com/ethereum/portal-network-specs.git,https://github.com/ethereum/portal-network-specs,Specification,Specification
125,ethereum,Specification for the Execution Layer. Tracking network upgrades.,996,343,Python,2020-08-11T16:15:50Z,2025-10-01T07:39:34Z,FALSE,72028,TRUE,117,forks/osaka,https://github.com/ethereum/execution-specs.git,https://github.com/ethereum/execution-specs,Specification,Specification
126,ethereum,The Ethereum Request for Comment repository,546,768,Solidity,2023-06-14T18:08:49Z,2025-09-29T18:47:56Z,FALSE,78647,TRUE,149,master,https://github.com/ethereum/ERCs.git,https://github.com/ethereum/ERCs,Specification,Specification
127,ethereum,The Ethereum Improvement Proposal repository,13549,5845,Python,2015-10-26T13:57:23Z,2025-10-02T09:08:05Z,FALSE,83675,TRUE,285,master,https://github.com/ethereum/EIPs.git,https://github.com/ethereum/EIPs,Specification,Specification
128,ethereum,Ethereum peer-to-peer networking specifications,1083,284,JavaScript,2015-01-20T04:40:59Z,2025-09-28T11:22:18Z,FALSE,628,TRUE,44,master,https://github.com/ethereum/devp2p.git,https://github.com/ethereum/devp2p,Specification,Specification
129,ethereum,Ethereum Proof-of-Stake Consensus Specifications,3798,1142,Python,2018-09-20T05:12:54Z,2025-10-01T20:02:33Z,FALSE,25171,TRUE,53,master,https://github.com/ethereum/consensus-specs.git,https://github.com/ethereum/consensus-specs,Specification,Specification
130,ethereum,Common tests for all Ethereum implementations,609,348,JavaScript,2013-12-31T02:09:03Z,2025-09-21T21:36:17Z,FALSE,802652,TRUE,25,develop,https://github.com/ethereum/tests.git,https://github.com/ethereum/tests,Testing Resource,Testing Tool
131,ethereum,Ethereum end-to-end test harness,472,513,Go,2016-07-04T10:41:07Z,2025-10-02T09:23:47Z,FALSE,45043,TRUE,45,master,https://github.com/ethereum/hive.git,https://github.com/ethereum/hive,Testing Tool,Testing Tool
132,ethereum,Tool suite for testing ethereum applications.,375,158,Python,2017-07-05T22:00:02Z,2025-09-26T14:48:21Z,FALSE,1328,TRUE,58,main,https://github.com/ethereum/eth-tester.git,https://github.com/ethereum/eth-tester,Testing Tool,Testing Tool
133,ethereum,Secure key generation for deposits,571,386,Python,2020-02-10T08:47:18Z,2025-09-30T07:13:32Z,FALSE,1115,TRUE,133,master,https://github.com/ethereum/staking-deposit-cli.git,https://github.com/ethereum/staking-deposit-cli,Tool,Staking Tool
134,ethereum,<1k library that generates blocky identicons,403,287,JavaScript,2015-10-09T13:56:37Z,2025-09-22T13:13:59Z,TRUE,256,FALSE,3,master,https://github.com/ethereum/blockies.git,https://github.com/ethereum/blockies,UI Library,UI / Frontend / Library
135,ethereum,Utility functions for working with ethereum related codebases.,329,168,Python,2017-02-07T15:15:18Z,2025-08-28T16:18:14Z,FALSE,956,TRUE,21,main,https://github.com/ethereum/eth-utils.git,https://github.com/ethereum/eth-utils,Utility Library,Utility Library
136,ethereum,A Python implementation of the Ethereum Virtual Machine,2360,693,Python,2016-12-27T19:36:00Z,2025-09-30T22:19:58Z,TRUE,17068,TRUE,79,main,https://github.com/ethereum/py-evm.git,https://github.com/ethereum/py-evm,Virtual Machine,Blockchain Core / Protocol
137,ethereum,This is an archived repository of one of the early Ethereum wallets.,601,405,JavaScript,2015-02-02T16:59:12Z,2025-09-26T14:48:08Z,TRUE,18566,TRUE,78,master,https://github.com/ethereum/meteor-dapp-wallet.git,https://github.com/ethereum/meteor-dapp-wallet,Wallet,Wallet Dapp / Library / Browser
138,ethers-io,Complete Ethereum library and wallet implementation in JavaScript.,8499,2015,TypeScript,2016-07-16T04:35:37Z,2025-10-02T07:06:42Z,FALSE,177154,TRUE,610,main,https://github.com/ethers-io/ethers.js.git,https://github.com/ethers-io/ethers.js,SDK/Library,SDK / Library
139,ethers-io,Ethereum Wallet and Dapp Browser for iOS.,303,87,Objective-C,2017-02-08T00:44:43Z,2025-06-07T12:59:25Z,FALSE,1620,TRUE,33,master,https://github.com/ethers-io/EthersWallet-ios.git,https://github.com/ethers-io/EthersWallet-ios,Wallet,Wallet Dapp / Library / Browser
140,ethersphere,Swarm: Censorship resistant storage and communication infrastructure for a truly sovereign digital society,486,110,Go,2014-03-16T02:06:34Z,2025-09-29T22:44:46Z,TRUE,151946,TRUE,311,master,https://github.com/ethersphere/swarm.git,https://github.com/ethersphere/swarm,Storage Protocol,Storage Protocol
141,ethersphere,Bee is a Swarm client implemented in Go. It’s the basic building block for the Swarm network: a private; decentralized; and self-sustaining network for permissionless publishing and access to your (ap,1477,376,Go,2020-01-17T11:00:03Z,2025-10-01T12:13:04Z,FALSE,109936,TRUE,135,master,https://github.com/ethersphere/bee.git,https://github.com/ethersphere/bee,Storage Protocol,Storage Protocol
142,foundry-rs,Blazing fast toolkit for developing Starknet contracts.,367,239,Rust,2023-07-05T22:27:04Z,2025-10-02T12:06:20Z,FALSE,13563,TRUE,222,master,https://github.com/foundry-rs/starknet-foundry.git,https://github.com/foundry-rs/starknet-foundry,Development Framework,Development Platform / Framework
143,foundry-rs,"Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust.",9607,2180,Rust,2021-09-08T11:23:11Z,2025-10-02T14:19:06Z,FALSE,47212,TRUE,474,master,https://github.com/foundry-rs/foundry.git,https://github.com/foundry-rs/foundry,Development Framework,Development Platform / Framework
144,foundry-rs,Forkable template to get you started with Foundry's Forge,399,175,Solidity,2021-09-04T08:32:57Z,2025-09-02T02:22:47Z,FALSE,89,TRUE,6,master,https://github.com/foundry-rs/forge-template.git,https://github.com/foundry-rs/forge-template,Development Template,Education Resource / Boilerplate
145,foundry-rs,"A book on all things Foundry, available at https://book.getfoundry.sh.",907,831,Solidity,2022-01-15T02:12:19Z,2025-10-01T11:24:00Z,FALSE,9548,TRUE,92,master,https://github.com/foundry-rs/book.git,https://github.com/foundry-rs/book,Documentation,Documentation
146,foundry-rs,A collection of helpful contracts and libraries for use with Forge and Foundry,956,420,Solidity,2021-12-24T15:55:24Z,2025-09-29T18:47:43Z,FALSE,619,TRUE,36,master,https://github.com/foundry-rs/forge-std.git,https://github.com/foundry-rs/forge-std,Smart Contract Library,Smart Contract Library
147,FuelLabs,Rust full node implementation of the Fuel v2 protocol.,57516,2847,Rust,2020-08-27T21:12:14Z,2025-10-02T10:51:05Z,FALSE,908120,TRUE,166,master,https://github.com/FuelLabs/fuel-core.git,https://github.com/FuelLabs/fuel-core,Blockchain Platform,Blockchain Core / Protocol
148,FuelLabs,Farm 🍅 on the Fuel network.,1420,313,TypeScript,2023-02-01T01:49:12Z,2025-10-02T08:01:46Z,FALSE,3872,TRUE,27,main,https://github.com/FuelLabs/sway-farm.git,https://github.com/FuelLabs/sway-farm,DApp Example,UI / Frontend / Library
149,FuelLabs,SwaySwap is a blazingly fast DEX built on the fastest modular execution layer: Fuel.,1086,260,TypeScript,2022-02-12T23:42:28Z,2025-09-30T13:35:07Z,TRUE,20019,TRUE,35,master,https://github.com/FuelLabs/swayswap.git,https://github.com/FuelLabs/swayswap,DeFi Protocol,DeFi Protocol
150,FuelLabs,🌴 Empowering everyone to build reliable and efficient smart contracts.,62135,5419,Rust,2021-01-19T20:54:33Z,2025-10-02T12:07:45Z,FALSE,106982,TRUE,898,master,https://github.com/FuelLabs/sway.git,https://github.com/FuelLabs/sway,Programming Language,Programming Language / Compiler
151,FuelLabs,Fuel Network Typescript SDK,43573,1368,TypeScript,2021-09-03T18:11:03Z,2025-10-02T08:37:30Z,FALSE,113828,TRUE,73,master,https://github.com/FuelLabs/fuels-ts.git,https://github.com/FuelLabs/fuels-ts,SDK/Library,SDK / Library
152,FuelLabs,Fuel Network Rust SDK,43584,1357,Rust,2021-10-31T22:33:54Z,2025-10-01T18:06:04Z,FALSE,19742,TRUE,63,master,https://github.com/FuelLabs/fuels-rs.git,https://github.com/FuelLabs/fuels-rs,SDK/Library,SDK / Library
153,FuelLabs,Swaypplications,1582,546,Rust,2022-05-04T17:29:43Z,2025-09-29T22:35:45Z,FALSE,12242,TRUE,74,master,https://github.com/FuelLabs/sway-applications.git,https://github.com/FuelLabs/sway-applications,Smart Contract Examples,Education Resource / Boilerplate
154,FuelLabs,"📝 Specifications for the Fuel protocol and the FuelVM, a blazingly fast blockchain VM.",1790,712,,2020-08-27T21:08:42Z,2025-09-28T16:49:39Z,FALSE,7612,TRUE,52,master,https://github.com/FuelLabs/fuel-specs.git,https://github.com/FuelLabs/fuel-specs,Specification,Specification
155,FuelLabs,Fuel v2 interpreter in Rust,368,96,Rust,2021-06-02T02:13:24Z,2025-10-01T17:45:02Z,FALSE,363397,TRUE,38,master,https://github.com/FuelLabs/fuel-vm.git,https://github.com/FuelLabs/fuel-vm,Virtual Machine,Blockchain Core / Protocol
156,FuelLabs,💳 The official Fuel wallet.,942,468,TypeScript,2022-02-09T16:13:23Z,2025-09-29T18:47:44Z,FALSE,41642,TRUE,143,master,https://github.com/FuelLabs/fuels-wallet.git,https://github.com/FuelLabs/fuels-wallet,Wallet,Wallet Dapp / Library / Browser
157,gnosis,Allows multiple parties to agree on transactions before execution.,1095,779,JavaScript,2017-08-17T13:56:11Z,2025-09-17T02:15:05Z,TRUE,43129,TRUE,98,master,https://github.com/gnosis/MultiSigWallet.git,https://github.com/gnosis/MultiSigWallet,Smart Contract Tool,Wallet Dapp / Library / Browser
158,graphprotocol,Monorepo for various tools used by subgraph developers.,415,228,TypeScript,2018-06-15T09:15:19Z,2025-09-23T20:48:02Z,FALSE,15554,TRUE,166,main,https://github.com/graphprotocol/graph-tooling.git,https://github.com/graphprotocol/graph-tooling,Development Tool,Indexing Protocol / Tool
159,graphprotocol,Graph Node indexes data from blockchains such as Ethereum and serves it over GraphQL,3065,1053,Rust,2018-04-19T07:13:50Z,2025-09-29T10:53:54Z,FALSE,337586,TRUE,359,master,https://github.com/graphprotocol/graph-node.git,https://github.com/graphprotocol/graph-node,Indexing Protocol,Indexing Protocol / Tool
160,graphprotocol,Contracts repository for The Graph protocol,352,160,Solidity,2018-12-11T00:01:48Z,2025-09-26T19:40:02Z,FALSE,54137,TRUE,46,main,https://github.com/graphprotocol/contracts.git,https://github.com/graphprotocol/contracts,Smart Contract Protocol,Indexing Protocol / Tool
161,hyperledger,"An enterprise-grade Java-based, Apache 2.0 licensed Ethereum client https://wiki.hyperledger.org/display/besu",1707,969,Java,2019-09-04T21:11:20Z,2025-10-02T04:47:20Z,FALSE,99591,TRUE,200,main,https://github.com/hyperledger/besu.git,https://github.com/hyperledger/besu,Blockchain Client,Blockchain Core / Protocol
162,hyperledger,,448,715,Go,2017-01-19T03:13:41Z,2025-09-25T07:05:52Z,FALSE,40495,TRUE,23,main,https://github.com/hyperledger/fabric-ca.git,https://github.com/hyperledger/fabric-ca,Blockchain Infrastructure,Infrastructure
163,hyperledger,Hyperledger Fabric is an enterprise-grade permissioned distributed ledger framework for developing solutions and applications. Its modular and versatile design satisfies a broad range of industry use,16311,9067,Go,2016-08-25T16:05:27Z,2025-10-02T12:18:00Z,FALSE,152380,TRUE,185,main,https://github.com/hyperledger/fabric.git,https://github.com/hyperledger/fabric,Blockchain Platform,Blockchain Core / Protocol
164,hyperledger,"Hyperledger FireFly is the first open source Supernode: a complete stack for enterprises to build and scale secure Web3 applications. The FireFly API for digital assets, data flows, and blockchain tra",573,236,Go,2021-04-27T19:43:21Z,2025-10-01T22:46:30Z,FALSE,121764,TRUE,128,main,https://github.com/hyperledger/firefly.git,https://github.com/hyperledger/firefly,Development Platform,Development Platform / Framework
165,hyperledger,Samples for Hyperledger Fabric,2949,3496,Go,2017-06-20T00:15:53Z,2025-09-28T06:04:30Z,FALSE,24262,TRUE,52,main,https://github.com/hyperledger/fabric-samples.git,https://github.com/hyperledger/fabric-samples,Educational Resource,Education Resource / Boilerplate
166,hyperledger,The server portion of a distributed ledger purpose-built for decentralized identity.,695,661,Python,2016-12-21T05:45:04Z,2025-10-01T17:53:08Z,FALSE,23627,TRUE,48,main,https://github.com/hyperledger/indy-node.git,https://github.com/hyperledger/indy-node,Identity Protocol,Blockchain Core / Protocol
167,hyperledger,,1120,710,Java,2016-10-10T17:10:25Z,2025-09-30T23:13:45Z,TRUE,6223,TRUE,4,main,https://github.com/hyperledger/fabric-sdk-java.git,https://github.com/hyperledger/fabric-sdk-java,SDK/Library,SDK / Library
168,hyperledger,,914,504,Go,2017-03-23T18:07:56Z,2025-09-18T20:06:07Z,TRUE,13795,FALSE,58,main,https://github.com/hyperledger/fabric-sdk-go.git,https://github.com/hyperledger/fabric-sdk-go,SDK/Library,SDK / Library
169,hyperledger,Hyperledger Fabric SDK for Node https://wiki.hyperledger.org/display/fabric,797,516,JavaScript,2016-09-12T16:48:26Z,2025-09-30T23:14:03Z,TRUE,32239,FALSE,4,main,https://github.com/hyperledger/fabric-sdk-node.git,https://github.com/hyperledger/fabric-sdk-node,SDK/Library,SDK / Library
170,hyperledger,Hyperledger Fabric Python SDK,413,208,Python,2016-09-11T18:26:24Z,2025-09-13T21:20:39Z,FALSE,7657,TRUE,29,main,https://github.com/hyperledger/fabric-sdk-py.git,https://github.com/hyperledger/fabric-sdk-py,SDK/Library,SDK / Library
171,hyperledger,Hyperledger Fabric Contract and Chaincode implementation for Java,316,212,Java,2017-08-01T19:13:14Z,2025-10-02T12:25:44Z,FALSE,5989,TRUE,18,main,https://github.com/hyperledger/fabric-chaincode-java.git,https://github.com/hyperledger/fabric-chaincode-java,Smart Contract SDK,Smart Contract Library
172,INFURA,Official Public Repository for INFURA,385,67,,2016-08-31T12:30:53Z,2025-10-01T09:16:51Z,FALSE,335,TRUE,113,master,https://github.com/INFURA/infura.git,https://github.com/INFURA/infura,Infrastructure Service,Infrastructure
173,ipfs,Browser extension that simplifies access to IPFS resources on the web,2139,332,JavaScript,2015-03-22T21:08:51Z,2025-10-01T19:56:21Z,FALSE,13921,TRUE,150,main,https://github.com/ipfs/ipfs-companion.git,https://github.com/ipfs/ipfs-companion,Browser Extension,Browser Extension
174,ipfs,Retrieve files over IPFS and save them locally.,413,55,Shell,2015-09-25T06:02:08Z,2025-09-22T16:26:08Z,FALSE,4124,TRUE,19,master,https://github.com/ipfs/ipget.git,https://github.com/ipfs/ipget,CLI Tool,Utility Library
175,ipfs,"An unobtrusive and user-friendly desktop application for IPFS on Windows, Mac and Linux. ",6381,896,JavaScript,2015-05-30T23:42:36Z,2025-10-02T12:15:16Z,FALSE,19990,TRUE,126,main,https://github.com/ipfs/ipfs-desktop.git,https://github.com/ipfs/ipfs-desktop,Desktop Application,Storage Protocol
176,ipfs,IPFS Collaborative Notebook for Research,397,31,,2015-04-15T21:58:19Z,2025-09-26T11:50:15Z,TRUE,130,TRUE,346,master,https://github.com/ipfs/notes.git,https://github.com/ipfs/notes,Documentation,Research
177,ipfs,📚IPFS documentation website,323,460,Go,2019-10-23T14:09:51Z,2025-10-02T01:58:32Z,FALSE,77958,TRUE,38,main,https://github.com/ipfs/ipfs-docs.git,https://github.com/ipfs/ipfs-docs,Documentation,Documentation
178,ipfs,Tracking the endeavor towards getting web browsers to natively support IPFS and content-addressing,355,29,,2017-02-06T21:43:53Z,2025-08-27T13:21:29Z,FALSE,11850,TRUE,68,master,https://github.com/ipfs/in-web-browsers.git,https://github.com/ipfs/in-web-browsers,Documentation,Browser Extension
179,ipfs,Discussion and documentation on community practices,427,220,Shell,2015-03-19T08:25:03Z,2025-10-01T14:29:07Z,FALSE,4375,TRUE,58,master,https://github.com/ipfs/community.git,https://github.com/ipfs/community,Documentation,Documentation
180,ipfs,"Community list of awesome projects, apps, tools, pinning services and more related to IPFS.",4508,544,JavaScript,2015-10-14T17:29:46Z,2025-10-02T13:12:19Z,FALSE,16567,TRUE,6,main,https://github.com/ipfs/awesome-ipfs.git,https://github.com/ipfs/awesome-ipfs,Educational Resource,Metadata Repository
181,ipfs,Checks which public gateways are online or not,2092,387,TypeScript,2017-09-25T15:48:00Z,2025-09-30T16:13:45Z,FALSE,5917,TRUE,38,main,https://github.com/ipfs/public-gateway-checker.git,https://github.com/ipfs/public-gateway-checker,Monitoring Tool,Analytics / Monitoring Tool
182,ipfs,The go interface to ipfs's HTTP API,454,176,Go,2015-05-13T05:09:55Z,2025-09-09T09:47:16Z,TRUE,421,TRUE,33,master,https://github.com/ipfs/go-ipfs-api.git,https://github.com/ipfs/go-ipfs-api,SDK/Library,SDK / Library
183,ipfs,Technical specifications for the IPFS protocol stack,1199,237,HTML,2015-03-11T14:47:16Z,2025-10-01T21:46:21Z,FALSE,15301,TRUE,132,main,https://github.com/ipfs/specs.git,https://github.com/ipfs/specs,Specification,Specification
184,ipfs,Putting Wikipedia Snapshots on IPFS,671,58,TypeScript,2017-05-01T17:22:00Z,2025-09-08T00:09:13Z,FALSE,5532,TRUE,43,main,https://github.com/ipfs/distributed-wikipedia-mirror.git,https://github.com/ipfs/distributed-wikipedia-mirror,Storage Application,Storage Protocol
185,ipfs,A distributed go-datastore implementation using Merkle-CRDTs.,450,51,Go,2019-02-22T18:33:15Z,2025-09-23T22:26:31Z,FALSE,752,TRUE,12,master,https://github.com/ipfs/go-ds-crdt.git,https://github.com/ipfs/go-ds-crdt,Storage Library,Storage Protocol
186,ipfs,IPFS implementation in JavaScript,7421,1231,JavaScript,2014-05-30T00:31:06Z,2025-09-23T08:02:39Z,TRUE,55948,TRUE,0,master,https://github.com/ipfs/js-ipfs.git,https://github.com/ipfs/js-ipfs,Storage Protocol,Storage Protocol
187,ipfs,An IPFS implementation in Go,16760,3108,Go,2014-06-26T08:14:34Z,2025-10-02T12:23:59Z,FALSE,57985,TRUE,1047,master,https://github.com/ipfs/kubo.git,https://github.com/ipfs/kubo,Storage Protocol,Storage Protocol
188,ipfs,Peer-to-peer hypermedia protocol,22964,1490,,2014-02-11T07:28:24Z,2025-10-02T02:02:38Z,FALSE,2297,TRUE,8,master,https://github.com/ipfs/ipfs.git,https://github.com/ipfs/ipfs,Storage Protocol,Storage Protocol
189,ipfs,An implementation of IPFS in TypeScript,1214,135,TypeScript,2022-10-25T16:27:56Z,2025-09-25T08:39:36Z,FALSE,8922,TRUE,67,main,https://github.com/ipfs/helia.git,https://github.com/ipfs/helia,Storage Protocol,Storage Protocol
190,ipfs,A frontend for an IPFS Kubo and IPFS Desktop,1617,525,JavaScript,2014-09-26T02:47:31Z,2025-10-02T09:40:21Z,FALSE,58622,TRUE,195,main,https://github.com/ipfs/ipfs-webui.git,https://github.com/ipfs/ipfs-webui,UI Interface,UI / Frontend / Library
191,Jon-Becker,Heimdall is an advanced EVM smart contract toolkit specializing in bytecode analysis and extracting information from unverified contracts.,1397,146,Rust,2022-06-04T16:32:08Z,2025-10-02T00:31:59Z,FALSE,6506,TRUE,13,main,https://github.com/Jon-Becker/heimdall-rs.git,https://github.com/Jon-Becker/heimdall-rs,Analysis Tool,Low-level Analysis Tool / Decoder
192,Jon-Becker,This tool allows users to generate sets of unique images and metadata using weighted layer collections.,313,126,Python,2021-08-31T19:07:36Z,2025-09-23T02:09:26Z,FALSE,918,TRUE,3,main,https://github.com/Jon-Becker/nft-generator-py.git,https://github.com/Jon-Becker/nft-generator-py,NFT Tool,NFT Protocol / Tool
193,junobuild,"A next-gen serverless platform to build, deploy, and run modern apps with the privacy and control of self-hosting.",303,45,TypeScript,2023-01-20T07:07:40Z,2025-10-02T11:15:38Z,FALSE,18091,TRUE,76,main,https://github.com/junobuild/juno.git,https://github.com/junobuild/juno,Development Platform,Development Platform / Framework
194,lens-protocol,The Lens Protocol,2843,878,Solidity,2022-01-25T20:18:05Z,2025-09-30T08:59:11Z,FALSE,4350,TRUE,3,master,https://github.com/lens-protocol/core.git,https://github.com/lens-protocol/core,Social Protocol,Identity / Naming Protocol
195,lens-protocol,Lens UI Kit for React Native,501,47,TypeScript,2022-11-16T21:36:59Z,2025-07-09T13:29:29Z,FALSE,1445,TRUE,4,main,https://github.com/lens-protocol/react-native-lens-ui-kit.git,https://github.com/lens-protocol/react-native-lens-ui-kit,UI Library,UI / Frontend / Library
196,livepeer,Official Go implementation of the Livepeer protocol,569,201,Go,2017-06-19T02:36:09Z,2025-10-01T11:42:07Z,FALSE,158801,TRUE,315,master,https://github.com/livepeer/go-livepeer.git,https://github.com/livepeer/go-livepeer,Media Protocol,Blockchain Core / Protocol
